Слово,relation,knowledge,relation_strength,vision,sound,skin,taste,smell
анормальный,0.32558139534883723,0.9772727272727273,0.3333333333333333,0.6,0.15384615384615385,0.4,0.08333333333333333,0.0
ансамблевый,0.3181818181818182,1.0,0.3333333333333333,0.45454545454545453,0.25,0.0,0.0,0.08333333333333333
антисанитарный,0.3181818181818182,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3,0.1,0.16666666666666666
антрацитовый,0.5405405405405406,0.8409090909090909,0.6666666666666666,0.23076923076923078,0.1,0.18181818181818182,0.18181818181818182,0.09090909090909091
апатичный,0.35714285714285715,0.9545454545454546,0.3333333333333333,0.7,0.18181818181818182,0.09090909090909091,0.0,0.0
апельсинный,0.7272727272727273,1.0,1.0,0.7,0.0,0.3333333333333333,0.9166666666666666,0.8181818181818182
апельсиновый,0.75,1.0,1.0,0.8461538461538461,0.18181818181818182,0.36363636363636365,0.7777777777777778,0.9166666666666666
аппаратный,0.3409090909090909,1.0,0.3333333333333333,0.7272727272727273,0.08333333333333333,0.1,0.0,0.08333333333333333
аппетитный,0.6590909090909091,1.0,1.0,0.5384615384615384,0.08333333333333333,0.0,0.8,0.9090909090909091
аптекарский,0.3181818181818182,1.0,0.3333333333333333,0.8181818181818182,0.2727272727272727,0.15384615384615385,0.2,0.7272727272727273
аптечный,0.5454545454545454,1.0,0.6666666666666666,0.6363636363636364,0.08333333333333333,0.09090909090909091,0.36363636363636365,0.8181818181818182
арахисовый,0.6818181818181818,1.0,1.0,0.6666666666666666,0.0,0.5,0.9230769230769231,0.8333333333333334
арбузный,0.7045454545454546,1.0,1.0,0.5454545454545454,0.16666666666666666,0.45454545454545453,0.9166666666666666,1.0
аргоновый,0.41025641025641024,0.8863636363636364,0.3333333333333333,0.2,0.09090909090909091,0.09090909090909091,0.0,0.08333333333333333
аритмичный,0.627906976744186,0.9772727272727273,0.6666666666666666,0.15384615384615385,0.8181818181818182,0.18181818181818182,0.0,0.0
арктический,0.32558139534883723,0.9772727272727273,0.3333333333333333,0.5,0.15384615384615385,0.09090909090909091,0.0,0.2
ароматический,0.6818181818181818,1.0,1.0,0.2,0.0,0.0,0.5454545454545454,0.8333333333333334
ароматичный,0.75,1.0,1.0,0.09090909090909091,0.0,0.0,0.6363636363636364,0.9
ароматный,0.8409090909090909,1.0,1.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.8333333333333334
арочный,0.4186046511627907,0.9772727272727273,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.18181818181818182,0.0,0.2
артериальный,0.3409090909090909,1.0,0.3333333333333333,0.3076923076923077,0.09090909090909091,0.0,0.09090909090909091,0.1
артистичный,0.3181818181818182,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0
аршинный,0.38636363636363635,1.0,0.6666666666666666,0.6,0.0,0.16666666666666666,0.0,0.0
асбестовый,0.5348837209302325,0.9772727272727273,0.6666666666666666,0.5,0.1,0.3333333333333333,0.09090909090909091,0.18181818181818182
асимметрический,0.5,1.0,0.6666666666666666,1.0,0.0,0.5833333333333334,0.0,0.0
асимметричный,0.4772727272727273,1.0,0.6666666666666666,0.8,0.0,0.7,0.0,0.0
аскетичный,0.3488372093023256,0.9772727272727273,0.3333333333333333,0.8,0.0,0.09090909090909091,0.08333333333333333,0.0
аскорбиновый,0.5,1.0,0.6666666666666666,0.3,0.0,0.0,0.6923076923076923,0.5454545454545454
аспидный,0.40476190476190477,0.9545454545454546,0.6666666666666666,0.09090909090909091,0.0,0.0,0.0,0.0
астматический,0.5454545454545454,1.0,0.6666666666666666,0.2,0.16666666666666666,0.0,0.0,0.16666666666666666
асфальтовый,0.45454545454545453,1.0,0.6666666666666666,1.0,0.0,0.6153846153846154,0.0,0.2727272727272727
атласистый,0.475,0.9090909090909091,0.6666666666666666,0.8,0.09090909090909091,0.2727272727272727,0.07692307692307693,0.0
атласный,0.5909090909090909,1.0,0.6666666666666666,0.9166666666666666,0.0,0.75,0.09090909090909091,0.0
атлетический,0.4090909090909091,1.0,0.6666666666666666,0.75,0.1,0.5833333333333334,0.0,0.0
атрофированный,0.36363636363636365,1.0,0.3333333333333333,0.5454545454545454,0.18181818181818182,0.3,0.0,0.16666666666666666
аффективный,0.3181818181818182,1.0,0.3333333333333333,0.0,0.18181818181818182,0.0,0.08333333333333333,0.0
ацетиленовый,0.36363636363636365,1.0,0.3333333333333333,0.23076923076923078,0.1,0.09090909090909091,0.3,0.6666666666666666
ацетоновый,0.6818181818181818,1.0,1.0,0.0,0.0,0.0,0.5384615384615384,0.9166666666666666
аэрозольный,0.4318181818181818,1.0,0.6666666666666666,0.6,0.09090909090909091,0.16666666666666666,0.0,0.6363636363636364
бабий,0.3181818181818182,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.18181818181818182,0.0,0.1
багетный,0.4166666666666667,0.8181818181818182,0.3333333333333333,0.45454545454545453,0.0,0.1,0.09090909090909091,0.08333333333333333
багетовый,0.36585365853658536,0.9318181818181818,0.3333333333333333,0.6923076923076923,0.0,0.2,0.0,0.18181818181818182
багорный,0.40476190476190477,0.9545454545454546,0.6666666666666666,0.38461538461538464,0.0,0.0,0.0,0.0
багровый,0.7727272727272727,1.0,1.0,0.9166666666666666,0.0,0.0,0.18181818181818182,0.08333333333333333
багряный,0.6818181818181818,1.0,1.0,0.8181818181818182,0.08333333333333333,0.0,0.0,0.0
базальтовый,0.5,1.0,0.6666666666666666,0.45454545454545453,0.0,0.3,0.0,0.25
базовый,0.3181818181818182,1.0,0.3333333333333333,0.5454545454545454,0.0,0.07692307692307693,0.2,0.09090909090909091
байдарочный,0.3181818181818182,1.0,0.3333333333333333,0.6,0.0,0.1,0.0,0.0
байковый,0.45454545454545453,1.0,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.6,0.0,0.09090909090909091
байховый,0.5135135135135135,0.8409090909090909,0.6666666666666666,0.8,0.0,0.2727272727272727,0.23076923076923078,0.36363636363636365
баклажанный,0.6590909090909091,1.0,1.0,0.8181818181818182,0.09090909090909091,0.36363636363636365,0.9090909090909091,0.5
бакланий,0.46511627906976744,0.9772727272727273,0.6666666666666666,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091
бактерицидный,0.3409090909090909,1.0,0.3333333333333333,0.36363636363636365,0.09090909090909091,0.08333333333333333,0.2727272727272727,0.18181818181818182
балалаечный,0.4772727272727273,1.0,0.6666666666666666,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.0,0.0
балконный,0.36363636363636365,1.0,0.3333333333333333,0.9090909090909091,0.0,0.3,0.0,0.08333333333333333
баллонный,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,0.2,0.5,0.0,0.45454545454545453
балльный,0.3181818181818182,1.0,0.3333333333333333,0.5,0.3076923076923077,0.2,0.0,0.0
баловливый,0.3181818181818182,1.0,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.0,0.0,0.08333333333333333
баловной,0.35714285714285715,0.9545454545454546,0.3333333333333333,0.45454545454545453,0.2727272727272727,0.0,0.09090909090909091,0.0
балочный,0.3333333333333333,0.9545454545454546,0.3333333333333333,0.5,0.09090909090909091,0.1,0.0,0.07692307692307693
балыковый,0.3902439024390244,0.9318181818181818,0.3333333333333333,0.3,0.0,0.09090909090909091,0.5454545454545454,0.38461538461538464
бальзамический,0.38636363636363635,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.7
бальзамный,0.4318181818181818,1.0,0.6666666666666666,0.75,0.16666666666666666,0.1,0.3,0.6666666666666666
бамбуковый,0.5681818181818182,1.0,0.6666666666666666,0.8181818181818182,0.3076923076923077,0.7,0.45454545454545453,0.5454545454545454
банановый,0.7045454545454546,1.0,1.0,0.5833333333333334,0.0,0.36363636363636365,1.0,0.9090909090909091
банный,0.4318181818181818,1.0,0.6666666666666666,0.75,0.0,0.09090909090909091,0.09090909090909091,0.5
баночный,0.36363636363636365,1.0,0.3333333333333333,0.9090909090909091,0.08333333333333333,0.5,0.16666666666666666,0.09090909090909091
барабанный,0.5681818181818182,1.0,0.6666666666666666,0.5454545454545454,0.7272727272727273,0.3333333333333333,0.0,0.09090909090909091
бараний,0.4772727272727273,1.0,0.6666666666666666,0.7692307692307693,0.36363636363636365,0.5,0.7,0.5833333333333334
барашковый,0.4090909090909091,1.0,0.6666666666666666,0.6,0.18181818181818182,0.36363636363636365,0.46153846153846156,0.18181818181818182
барбарисный,0.6363636363636364,1.0,1.0,0.38461538461538464,0.1,0.0,0.7272727272727273,0.6363636363636364
барбарисовый,0.6363636363636364,1.0,1.0,0.5454545454545454,0.09090909090909091,0.45454545454545453,0.9090909090909091,0.6666666666666666
барельефный,0.3488372093023256,0.9772727272727273,0.3333333333333333,0.8,0.0,0.6363636363636364,0.0,0.0
баржевый,0.3181818181818182,1.0,0.3333333333333333,0.8181818181818182,0.0,0.16666666666666666,0.0,0.09090909090909091
баритональный,0.627906976744186,0.9772727272727273,0.6666666666666666,0.16666666666666666,0.7272727272727273,0.0,0.09090909090909091,0.0
баритонный,0.6428571428571429,0.9545454545454546,0.6666666666666666,0.18181818181818182,0.7272727272727273,0.0,0.0,0.0
барсовый,0.35714285714285715,0.9545454545454546,0.3333333333333333,0.7272727272727273,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.1
барсуковый,0.46511627906976744,0.9772727272727273,0.6666666666666666,0.45454545454545453,0.09090909090909091,0.3,0.18181818181818182,0.3076923076923077
барсучий,0.4090909090909091,1.0,0.6666666666666666,0.8181818181818182,0.36363636363636365,0.2,0.4166666666666667,0.3333333333333333
барханный,0.45454545454545453,1.0,0.6666666666666666,0.9,0.09090909090909091,0.4166666666666667,0.08333333333333333,0.0
бархатистый,0.7272727272727273,1.0,1.0,0.9090909090909091,0.23076923076923078,0.7,0.09090909090909091,0.09090909090909091
бархатный,0.7272727272727273,1.0,1.0,0.7,0.2727272727272727,0.9090909090909091,0.16666666666666666,0.25
барьерный,0.36363636363636365,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
басистый,0.7272727272727273,1.0,1.0,0.1,0.8181818181818182,0.0,0.0,0.0
баскетбольный,0.3181818181818182,1.0,0.3333333333333333,0.75,0.36363636363636365,0.6363636363636364,0.0,0.18181818181818182
басовитый,0.6744186046511628,0.9772727272727273,1.0,0.18181818181818182,0.6923076923076923,0.0,0.0,0.18181818181818182
басовый,0.6363636363636364,1.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.09090909090909091
батистовый,0.4186046511627907,0.9772727272727273,0.6666666666666666,0.5454545454545454,0.0,0.36363636363636365,0.0,0.0
бахромчатый,0.6136363636363636,1.0,0.6666666666666666,0.8181818181818182,0.0,0.6,0.0,0.0
бахчевой,0.3409090909090909,1.0,0.3333333333333333,0.45454545454545453,0.08333333333333333,0.16666666666666666,0.2727272727272727,0.6
башенный,0.36363636363636365,1.0,0.3333333333333333,0.8181818181818182,0.08333333333333333,0.09090909090909091,0.0,0.0
бдительный,0.36363636363636365,1.0,0.3333333333333333,0.25,0.25,0.0,0.0,0.0
беглый,0.4772727272727273,1.0,0.6666666666666666,0.38461538461538464,0.2727272727272727,0.09090909090909091,0.0,0.0
беговой,0.4090909090909091,1.0,0.6666666666666666,0.5833333333333334,0.0,0.0,0.0,0.0
бегучий,0.3953488372093023,0.9772727272727273,0.6666666666666666,0.5833333333333334,0.08333333333333333,0.09090909090909091,0.0,0.0
бедерный,0.38636363636363635,1.0,0.6666666666666666,0.75,0.07692307692307693,0.36363636363636365,0.0,0.0
бедный,0.3181818181818182,1.0,0.3333333333333333,0.5454545454545454,0.3,0.07692307692307693,0.0,0.1
бедренный,0.4772727272727273,1.0,0.6666666666666666,0.7272727272727273,0.0,0.36363636363636365,0.1,0.07692307692307693
бежевый,0.7272727272727273,1.0,1.0,0.8,0.0,0.0,0.0,0.0
безалаберный,0.3181818181818182,1.0,0.3333333333333333,0.36363636363636365,0.2,0.0,0.0,0.0
безалкогольный,0.5454545454545454,1.0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.7,0.6363636363636364
безболезненный,0.5681818181818182,1.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.09090909090909091
безбородый,0.5,1.0,0.6666666666666666,1.0,0.0,0.6923076923076923,0.18181818181818182,0.08333333333333333
безбрежный,0.38636363636363635,1.0,0.6666666666666666,0.7,0.18181818181818182,0.0,0.0,0.09090909090909091
безбровый,0.5116279069767442,0.9772727272727273,0.6666666666666666,0.8333333333333334,0.0,0.36363636363636365,0.08333333333333333,0.0
безверхий,0.38636363636363635,1.0,0.6666666666666666,0.5833333333333334,0.0,0.2727272727272727,0.0,0.0
безветренный,0.5454545454545454,1.0,0.6666666666666666,0.08333333333333333,0.4,0.2727272727272727,0.0,0.18181818181818182
безвкусный,0.8181818181818182,1.0,1.0,0.3,0.16666666666666666,0.09090909090909091,0.9166666666666666,0.09090909090909091
безводный,0.45454545454545453,1.0,0.6666666666666666,0.7272727272727273,0.1,0.5833333333333334,0.4166666666666667,0.0
безвоздушный,0.45454545454545453,1.0,0.6666666666666666,0.36363636363636365,0.0,0.16666666666666666,0.08333333333333333,0.2
безволосый,0.6136363636363636,1.0,0.6666666666666666,0.9,0.0,0.5833333333333334,0.08333333333333333,0.0
безглазый,0.5454545454545454,1.0,0.6666666666666666,0.9166666666666666,0.09090909090909091,0.3333333333333333,0.0,0.0
безгласный,0.4090909090909091,1.0,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.0,0.08333333333333333,0.0
безголовый,0.38636363636363635,1.0,0.6666666666666666,0.9166666666666666,0.0,0.6363636363636364,0.0,0.0
безголосый,0.5,1.0,0.6666666666666666,0.3,0.8181818181818182,0.0,0.08333333333333333,0.0
безграничный,0.3409090909090909,1.0,0.3333333333333333,0.7272727272727273,0.18181818181818182,0.36363636363636365,0.0,0.0
бездеятельный,0.3181818181818182,1.0,0.3333333333333333,0.36363636363636365,0.08333333333333333,0.1,0.09090909090909091,0.08333333333333333
бездольный,0.36363636363636365,1.0,0.3333333333333333,0.5,0.08333333333333333,0.0,0.0,0.0
бездонный,0.4772727272727273,1.0,0.6666666666666666,1.0,0.18181818181818182,0.25,0.0,0.0
бездорожный,0.36363636363636365,1.0,0.3333333333333333,0.8181818181818182,0.08333333333333333,0.2,0.0,0.0
бездымный,0.5227272727272727,1.0,0.6666666666666666,0.9,0.0,0.0,0.18181818181818182,0.4166666666666667
бездыханный,0.4318181818181818,1.0,0.6666666666666666,0.6,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091
безжизненный,0.38636363636363635,1.0,0.6666666666666666,1.0,0.09090909090909091,0.45454545454545453,0.0,0.16666666666666666
беззастенчивый,0.38636363636363635,1.0,0.6666666666666666,0.4,0.2,0.0,0.0,0.0
беззвёздный,0.5,1.0,0.6666666666666666,0.8461538461538461,0.0,0.0,0.0,0.0
беззвучный,0.7727272727272727,1.0,1.0,0.0,0.6923076923076923,0.0,0.16666666666666666,0.0
беззлобный,0.36363636363636365,1.0,0.3333333333333333,0.3,0.4166666666666667,0.0,0.0,0.0
беззубый,0.5681818181818182,1.0,0.6666666666666666,0.8461538461538461,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.1
безлесный,0.3953488372093023,0.9772727272727273,0.6666666666666666,0.8181818181818182,0.0,0.0,0.0,0.08333333333333333
безликий,0.36363636363636365,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.1
безлиственный,0.5,1.0,0.6666666666666666,0.8888888888888888,0.0,0.4166666666666667,0.15384615384615385,0.09090909090909091
безлистный,0.5,1.0,0.6666666666666666,0.6363636363636364,0.0,0.3333333333333333,0.08333333333333333,0.0
безлунный,0.38636363636363635,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0
безлюдный,0.36363636363636365,1.0,0.3333333333333333,0.7777777777777778,0.5,0.0,0.0,0.0
безмерный,0.3181818181818182,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.1,0.0,0.09090909090909091
безмозглый,0.3409090909090909,1.0,0.3333333333333333,0.5,0.09090909090909091,0.0,0.07692307692307693,0.18181818181818182
безмолвный,0.6136363636363636,1.0,0.6666666666666666,0.3,0.5,0.08333333333333333,0.0,0.0
безмоторный,0.3409090909090909,1.0,0.3333333333333333,0.7692307692307693,0.16666666666666666,0.1,0.0,0.09090909090909091
безмятежный,0.3181818181818182,1.0,0.3333333333333333,0.4166666666666667,0.36363636363636365,0.0,0.0,0.0
безногий,0.5454545454545454,1.0,0.6666666666666666,0.9166666666666666,0.08333333333333333,0.45454545454545453,0.0,0.0
безносый,0.5,1.0,0.6666666666666666,0.9166666666666666,0.0,0.75,0.0,0.0
безобидный,0.3409090909090909,1.0,0.3333333333333333,0.7,0.36363636363636365,0.16666666666666666,0.09090909090909091,0.25
безоблачный,0.4772727272727273,1.0,0.6666666666666666,0.6666666666666666,0.0,0.09090909090909091,0.08333333333333333,0.0
безобразный,0.4772727272727273,1.0,0.6666666666666666,0.8,0.5454545454545454,0.25,0.25,0.0
безоружный,0.3181818181818182,1.0,0.3333333333333333,0.7272727272727273,0.08333333333333333,0.2,0.0,0.08333333333333333
безостановочный,0.36363636363636365,1.0,0.3333333333333333,0.5,0.3076923076923077,0.0,0.08333333333333333,0.0
безостый,0.40540540540540543,0.8409090909090909,0.3333333333333333,0.3333333333333333,0.1,0.08333333333333333,0.0,0.0
безответный,0.36363636363636365,1.0,0.3333333333333333,0.2,0.4166666666666667,0.0,0.0,0.0
безотвязный,0.38636363636363635,1.0,0.6666666666666666,0.5833333333333334,0.09090909090909091,0.0,0.1,0.0
безошибочный,0.3181818181818182,1.0,0.3333333333333333,0.2,0.25,0.0,0.16666666666666666,0.0
безрадостный,0.4772727272727273,1.0,0.6666666666666666,0.7,0.3333333333333333,0.0,0.0,0.0
безраздельный,0.3181818181818182,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.2727272727272727,0.0,0.0
безразличный,0.38636363636363635,1.0,0.6666666666666666,0.45454545454545453,0.2727272727272727,0.0,0.18181818181818182,0.0
безразмерный,0.5,1.0,0.6666666666666666,0.9090909090909091,0.16666666666666666,0.18181818181818182,0.0,0.0
безрельсовый,0.3181818181818182,1.0,0.3333333333333333,0.8,0.09090909090909091,0.3333333333333333,0.0,0.0
безрогий,0.4772727272727273,1.0,0.6666666666666666,0.9166666666666666,0.0,0.45454545454545453,0.0,0.1
безрукавный,0.45454545454545453,1.0,0.6666666666666666,0.8181818181818182,0.0,0.6363636363636364,0.0,0.0
безрукий,0.5227272727272727,1.0,0.6666666666666666,0.9230769230769231,0.0,0.6363636363636364,0.0,0.0
безударный,0.36363636363636365,1.0,0.3333333333333333,0.6363636363636364,0.5454545454545454,0.0,0.0,0.0
безукоризненный,0.4090909090909091,1.0,0.6666666666666666,0.7,0.36363636363636365,0.16666666666666666,0.3333333333333333,0.09090909090909091
безумолчный,0.45454545454545453,1.0,0.6666666666666666,0.25,0.5,0.0,0.0,0.09090909090909091
безупречный,0.4318181818181818,1.0,0.6666666666666666,0.8,0.36363636363636365,0.08333333333333333,0.18181818181818182,0.16666666666666666
безустанный,0.3181818181818182,1.0,0.3333333333333333,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0
безусый,0.5454545454545454,1.0,0.6666666666666666,0.8461538461538461,0.0,0.8,0.0,0.0
безухий,0.6136363636363636,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0
безъязыкий,0.5227272727272727,1.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.1,0.1,0.0
безъязычный,0.45454545454545453,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.2727272727272727,0.0,0.0
безыскусный,0.3181818181818182,1.0,0.3333333333333333,0.9,0.09090909090909091,0.09090909090909091,0.25,0.16666666666666666
безэмоциональный,0.38636363636363635,1.0,0.6666666666666666,0.5833333333333334,0.5,0.0,0.0,0.0
беконный,0.5454545454545454,1.0,0.6666666666666666,0.5454545454545454,0.0,0.1,0.8181818181818182,0.6666666666666666
беленной,0.43902439024390244,0.9318181818181818,0.6666666666666666,0.4,0.0,0.0,0.08333333333333333,0.16666666666666666
белёный,0.6590909090909091,1.0,1.0,0.9090909090909091,0.09090909090909091,0.08333333333333333,0.0,0.0
белёсый,0.5813953488372093,0.9772727272727273,0.6666666666666666,0.7,0.0,0.15384615384615385,0.0,0.0
белильный,0.46511627906976744,0.9772727272727273,0.6666666666666666,0.5833333333333334,0.0,0.18181818181818182,0.09090909090909091,0.36363636363636365
беличий,0.4090909090909091,1.0,0.6666666666666666,0.9166666666666666,0.09090909090909091,0.25,0.09090909090909091,0.4
белковый,0.45454545454545453,1.0,0.6666666666666666,0.7272727272727273,0.0,0.18181818181818182,0.5454545454545454,0.3333333333333333
белобокий,0.5227272727272727,1.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0
белобородый,0.5681818181818182,1.0,0.6666666666666666,0.6,0.1,0.15384615384615385,0.0,0.0
белобрысый,0.5909090909090909,1.0,0.6666666666666666,0.9166666666666666,0.09090909090909091,0.08333333333333333,0.0,0.0
беловой,0.5121951219512195,0.9318181818181818,0.6666666666666666,0.5454545454545454,0.0,0.0,0.0,0.09090909090909091
белоголовый,0.5681818181818182,1.0,0.6666666666666666,0.9,0.0,0.0,0.08333333333333333,0.09090909090909091
белокаменный,0.5681818181818182,1.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0
белокурый,0.5227272727272727,1.0,0.6666666666666666,0.6666666666666666,0.1,0.0,0.0,0.0
